global_index,scene_id,scene_key,crop_group,crop_name,region_group,region_name,date,region_code,field_code,image_index,height,width,bands,band_order,blue_tif,green_tif,red_tif,rededge_tif,nir_tif,json_path,hr_npy,lr_x2_npy,lr_x3_npy,lr_x4_npy,status
8744,scene_008744,221021HN0100046,1,배추,2,전라도_1,221021,HN,010,0046,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0046.tif,221021HN010G0046.tif,221021HN010R0046.tif,221021HN010E0046.tif,221021HN010N0046.tif,,HR_npy/scene_008744_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008744_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008744_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008744_1배추_2전라도_1_LR_x4.npy,success
8745,scene_008745,221021HN0100047,1,배추,2,전라도_1,221021,HN,010,0047,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0047.tif,221021HN010G0047.tif,221021HN010R0047.tif,221021HN010E0047.tif,221021HN010N0047.tif,,HR_npy/scene_008745_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008745_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008745_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008745_1배추_2전라도_1_LR_x4.npy,success
8746,scene_008746,221021HN0100072,1,배추,2,전라도_1,221021,HN,010,0072,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0072.tif,221021HN010G0072.tif,221021HN010R0072.tif,221021HN010E0072.tif,221021HN010N0072.tif,,HR_npy/scene_008746_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008746_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008746_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008746_1배추_2전라도_1_LR_x4.npy,success
8747,scene_008747,221021HN0100073,1,배추,2,전라도_1,221021,HN,010,0073,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0073.tif,221021HN010G0073.tif,221021HN010R0073.tif,221021HN010E0073.tif,221021HN010N0073.tif,,HR_npy/scene_008747_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008747_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008747_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008747_1배추_2전라도_1_LR_x4.npy,success
8748,scene_008748,221021HN0100074,1,배추,2,전라도_1,221021,HN,010,0074,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0074.tif,221021HN010G0074.tif,221021HN010R0074.tif,221021HN010E0074.tif,221021HN010N0074.tif,,HR_npy/scene_008748_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008748_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008748_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008748_1배추_2전라도_1_LR_x4.npy,success
8749,scene_008749,221021HN0100075,1,배추,2,전라도_1,221021,HN,010,0075,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0075.tif,221021HN010G0075.tif,221021HN010R0075.tif,221021HN010E0075.tif,221021HN010N0075.tif,,HR_npy/scene_008749_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008749_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008749_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008749_1배추_2전라도_1_LR_x4.npy,success
8750,scene_008750,221021HN0100076,1,배추,2,전라도_1,221021,HN,010,0076,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0076.tif,221021HN010G0076.tif,221021HN010R0076.tif,221021HN010E0076.tif,221021HN010N0076.tif,,HR_npy/scene_008750_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008750_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008750_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008750_1배추_2전라도_1_LR_x4.npy,success
8751,scene_008751,221021HN0100079,1,배추,2,전라도_1,221021,HN,010,0079,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0079.tif,221021HN010G0079.tif,221021HN010R0079.tif,221021HN010E0079.tif,221021HN010N0079.tif,,HR_npy/scene_008751_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008751_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008751_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008751_1배추_2전라도_1_LR_x4.npy,success
8752,scene_008752,221021HN0100080,1,배추,2,전라도_1,221021,HN,010,0080,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0080.tif,221021HN010G0080.tif,221021HN010R0080.tif,221021HN010E0080.tif,221021HN010N0080.tif,,HR_npy/scene_008752_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008752_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008752_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008752_1배추_2전라도_1_LR_x4.npy,success
8753,scene_008753,221021HN0100083,1,배추,2,전라도_1,221021,HN,010,0083,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0083.tif,221021HN010G0083.tif,221021HN010R0083.tif,221021HN010E0083.tif,221021HN010N0083.tif,,HR_npy/scene_008753_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008753_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008753_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008753_1배추_2전라도_1_LR_x4.npy,success
8754,scene_008754,221021HN0100097,1,배추,2,전라도_1,221021,HN,010,0097,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0097.tif,221021HN010G0097.tif,221021HN010R0097.tif,221021HN010E0097.tif,221021HN010N0097.tif,,HR_npy/scene_008754_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008754_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008754_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008754_1배추_2전라도_1_LR_x4.npy,success
8755,scene_008755,221021HN0100098,1,배추,2,전라도_1,221021,HN,010,0098,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0098.tif,221021HN010G0098.tif,221021HN010R0098.tif,221021HN010E0098.tif,221021HN010N0098.tif,,HR_npy/scene_008755_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008755_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008755_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008755_1배추_2전라도_1_LR_x4.npy,success
8756,scene_008756,221021HN0100099,1,배추,2,전라도_1,221021,HN,010,0099,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0099.tif,221021HN010G0099.tif,221021HN010R0099.tif,221021HN010E0099.tif,221021HN010N0099.tif,,HR_npy/scene_008756_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008756_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008756_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008756_1배추_2전라도_1_LR_x4.npy,success
8757,scene_008757,221021HN0100100,1,배추,2,전라도_1,221021,HN,010,0100,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0100.tif,221021HN010G0100.tif,221021HN010R0100.tif,221021HN010E0100.tif,221021HN010N0100.tif,,HR_npy/scene_008757_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008757_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008757_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008757_1배추_2전라도_1_LR_x4.npy,success
8758,scene_008758,221021HN0100101,1,배추,2,전라도_1,221021,HN,010,0101,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0101.tif,221021HN010G0101.tif,221021HN010R0101.tif,221021HN010E0101.tif,221021HN010N0101.tif,,HR_npy/scene_008758_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008758_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008758_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008758_1배추_2전라도_1_LR_x4.npy,success
8759,scene_008759,221021HN0100106,1,배추,2,전라도_1,221021,HN,010,0106,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0106.tif,221021HN010G0106.tif,221021HN010R0106.tif,221021HN010E0106.tif,221021HN010N0106.tif,,HR_npy/scene_008759_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008759_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008759_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008759_1배추_2전라도_1_LR_x4.npy,success
8760,scene_008760,221021HN0100107,1,배추,2,전라도_1,221021,HN,010,0107,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0107.tif,221021HN010G0107.tif,221021HN010R0107.tif,221021HN010E0107.tif,221021HN010N0107.tif,,HR_npy/scene_008760_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008760_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008760_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008760_1배추_2전라도_1_LR_x4.npy,success
8761,scene_008761,221021HN0100108,1,배추,2,전라도_1,221021,HN,010,0108,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0108.tif,221021HN010G0108.tif,221021HN010R0108.tif,221021HN010E0108.tif,221021HN010N0108.tif,,HR_npy/scene_008761_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008761_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008761_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008761_1배추_2전라도_1_LR_x4.npy,success
8762,scene_008762,221021HN0100111,1,배추,2,전라도_1,221021,HN,010,0111,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0111.tif,221021HN010G0111.tif,221021HN010R0111.tif,221021HN010E0111.tif,221021HN010N0111.tif,,HR_npy/scene_008762_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008762_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008762_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008762_1배추_2전라도_1_LR_x4.npy,success
8763,scene_008763,221021HN0100112,1,배추,2,전라도_1,221021,HN,010,0112,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0112.tif,221021HN010G0112.tif,221021HN010R0112.tif,221021HN010E0112.tif,221021HN010N0112.tif,,HR_npy/scene_008763_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008763_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008763_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008763_1배추_2전라도_1_LR_x4.npy,success
8764,scene_008764,221021HN0100126,1,배추,2,전라도_1,221021,HN,010,0126,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0126.tif,221021HN010G0126.tif,221021HN010R0126.tif,221021HN010E0126.tif,221021HN010N0126.tif,,HR_npy/scene_008764_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008764_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008764_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008764_1배추_2전라도_1_LR_x4.npy,success
8765,scene_008765,221021HN0100127,1,배추,2,전라도_1,221021,HN,010,0127,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0127.tif,221021HN010G0127.tif,221021HN010R0127.tif,221021HN010E0127.tif,221021HN010N0127.tif,,HR_npy/scene_008765_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008765_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008765_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008765_1배추_2전라도_1_LR_x4.npy,success
8766,scene_008766,221021HN0100129,1,배추,2,전라도_1,221021,HN,010,0129,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0129.tif,221021HN010G0129.tif,221021HN010R0129.tif,221021HN010E0129.tif,221021HN010N0129.tif,,HR_npy/scene_008766_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008766_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008766_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008766_1배추_2전라도_1_LR_x4.npy,success
8767,scene_008767,221021HN0100131,1,배추,2,전라도_1,221021,HN,010,0131,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0131.tif,221021HN010G0131.tif,221021HN010R0131.tif,221021HN010E0131.tif,221021HN010N0131.tif,,HR_npy/scene_008767_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008767_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008767_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008767_1배추_2전라도_1_LR_x4.npy,success
8768,scene_008768,221021HN0100132,1,배추,2,전라도_1,221021,HN,010,0132,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0132.tif,221021HN010G0132.tif,221021HN010R0132.tif,221021HN010E0132.tif,221021HN010N0132.tif,,HR_npy/scene_008768_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008768_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008768_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008768_1배추_2전라도_1_LR_x4.npy,success
8769,scene_008769,221021HN0100133,1,배추,2,전라도_1,221021,HN,010,0133,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0133.tif,221021HN010G0133.tif,221021HN010R0133.tif,221021HN010E0133.tif,221021HN010N0133.tif,,HR_npy/scene_008769_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008769_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008769_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008769_1배추_2전라도_1_LR_x4.npy,success
8770,scene_008770,221021HN0100134,1,배추,2,전라도_1,221021,HN,010,0134,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0134.tif,221021HN010G0134.tif,221021HN010R0134.tif,221021HN010E0134.tif,221021HN010N0134.tif,,HR_npy/scene_008770_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008770_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008770_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008770_1배추_2전라도_1_LR_x4.npy,success
8771,scene_008771,221021HN0100135,1,배추,2,전라도_1,221021,HN,010,0135,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0135.tif,221021HN010G0135.tif,221021HN010R0135.tif,221021HN010E0135.tif,221021HN010N0135.tif,,HR_npy/scene_008771_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008771_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008771_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008771_1배추_2전라도_1_LR_x4.npy,success
8772,scene_008772,221021HN0100136,1,배추,2,전라도_1,221021,HN,010,0136,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0136.tif,221021HN010G0136.tif,221021HN010R0136.tif,221021HN010E0136.tif,221021HN010N0136.tif,,HR_npy/scene_008772_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008772_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008772_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008772_1배추_2전라도_1_LR_x4.npy,success
8773,scene_008773,221021HN0100139,1,배추,2,전라도_1,221021,HN,010,0139,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0139.tif,221021HN010G0139.tif,221021HN010R0139.tif,221021HN010E0139.tif,221021HN010N0139.tif,,HR_npy/scene_008773_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008773_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008773_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008773_1배추_2전라도_1_LR_x4.npy,success
8774,scene_008774,221021HN0100140,1,배추,2,전라도_1,221021,HN,010,0140,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0140.tif,221021HN010G0140.tif,221021HN010R0140.tif,221021HN010E0140.tif,221021HN010N0140.tif,,HR_npy/scene_008774_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008774_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008774_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008774_1배추_2전라도_1_LR_x4.npy,success
8775,scene_008775,221021HN0100142,1,배추,2,전라도_1,221021,HN,010,0142,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0142.tif,221021HN010G0142.tif,221021HN010R0142.tif,221021HN010E0142.tif,221021HN010N0142.tif,,HR_npy/scene_008775_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008775_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008775_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008775_1배추_2전라도_1_LR_x4.npy,success
8776,scene_008776,221021HN0100143,1,배추,2,전라도_1,221021,HN,010,0143,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0143.tif,221021HN010G0143.tif,221021HN010R0143.tif,221021HN010E0143.tif,221021HN010N0143.tif,,HR_npy/scene_008776_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008776_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008776_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008776_1배추_2전라도_1_LR_x4.npy,success
8777,scene_008777,221021HN0100144,1,배추,2,전라도_1,221021,HN,010,0144,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0144.tif,221021HN010G0144.tif,221021HN010R0144.tif,221021HN010E0144.tif,221021HN010N0144.tif,,HR_npy/scene_008777_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008777_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008777_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008777_1배추_2전라도_1_LR_x4.npy,success
8778,scene_008778,221021HN0100145,1,배추,2,전라도_1,221021,HN,010,0145,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0145.tif,221021HN010G0145.tif,221021HN010R0145.tif,221021HN010E0145.tif,221021HN010N0145.tif,,HR_npy/scene_008778_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008778_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008778_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008778_1배추_2전라도_1_LR_x4.npy,success
8779,scene_008779,221021HN0100146,1,배추,2,전라도_1,221021,HN,010,0146,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0146.tif,221021HN010G0146.tif,221021HN010R0146.tif,221021HN010E0146.tif,221021HN010N0146.tif,,HR_npy/scene_008779_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008779_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008779_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008779_1배추_2전라도_1_LR_x4.npy,success
8780,scene_008780,221021HN0100149,1,배추,2,전라도_1,221021,HN,010,0149,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0149.tif,221021HN010G0149.tif,221021HN010R0149.tif,221021HN010E0149.tif,221021HN010N0149.tif,,HR_npy/scene_008780_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008780_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008780_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008780_1배추_2전라도_1_LR_x4.npy,success
8781,scene_008781,221021HN0100150,1,배추,2,전라도_1,221021,HN,010,0150,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0150.tif,221021HN010G0150.tif,221021HN010R0150.tif,221021HN010E0150.tif,221021HN010N0150.tif,,HR_npy/scene_008781_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008781_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008781_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008781_1배추_2전라도_1_LR_x4.npy,success
8782,scene_008782,221021HN0100152,1,배추,2,전라도_1,221021,HN,010,0152,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0152.tif,221021HN010G0152.tif,221021HN010R0152.tif,221021HN010E0152.tif,221021HN010N0152.tif,,HR_npy/scene_008782_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008782_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008782_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008782_1배추_2전라도_1_LR_x4.npy,success
8783,scene_008783,221021HN0100153,1,배추,2,전라도_1,221021,HN,010,0153,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0153.tif,221021HN010G0153.tif,221021HN010R0153.tif,221021HN010E0153.tif,221021HN010N0153.tif,,HR_npy/scene_008783_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008783_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008783_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008783_1배추_2전라도_1_LR_x4.npy,success
8784,scene_008784,221021HN0100154,1,배추,2,전라도_1,221021,HN,010,0154,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0154.tif,221021HN010G0154.tif,221021HN010R0154.tif,221021HN010E0154.tif,221021HN010N0154.tif,,HR_npy/scene_008784_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008784_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008784_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008784_1배추_2전라도_1_LR_x4.npy,success
8785,scene_008785,221021HN0100155,1,배추,2,전라도_1,221021,HN,010,0155,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0155.tif,221021HN010G0155.tif,221021HN010R0155.tif,221021HN010E0155.tif,221021HN010N0155.tif,,HR_npy/scene_008785_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008785_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008785_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008785_1배추_2전라도_1_LR_x4.npy,success
8786,scene_008786,221021HN0100156,1,배추,2,전라도_1,221021,HN,010,0156,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0156.tif,221021HN010G0156.tif,221021HN010R0156.tif,221021HN010E0156.tif,221021HN010N0156.tif,,HR_npy/scene_008786_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008786_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008786_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008786_1배추_2전라도_1_LR_x4.npy,success
8787,scene_008787,221021HN0100157,1,배추,2,전라도_1,221021,HN,010,0157,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0157.tif,221021HN010G0157.tif,221021HN010R0157.tif,221021HN010E0157.tif,221021HN010N0157.tif,,HR_npy/scene_008787_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008787_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008787_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008787_1배추_2전라도_1_LR_x4.npy,success
8788,scene_008788,221021HN0100158,1,배추,2,전라도_1,221021,HN,010,0158,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0158.tif,221021HN010G0158.tif,221021HN010R0158.tif,221021HN010E0158.tif,221021HN010N0158.tif,,HR_npy/scene_008788_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008788_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008788_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008788_1배추_2전라도_1_LR_x4.npy,success
8789,scene_008789,221021HN0100159,1,배추,2,전라도_1,221021,HN,010,0159,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0159.tif,221021HN010G0159.tif,221021HN010R0159.tif,221021HN010E0159.tif,221021HN010N0159.tif,,HR_npy/scene_008789_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008789_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008789_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008789_1배추_2전라도_1_LR_x4.npy,success
8790,scene_008790,221021HN0100160,1,배추,2,전라도_1,221021,HN,010,0160,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0160.tif,221021HN010G0160.tif,221021HN010R0160.tif,221021HN010E0160.tif,221021HN010N0160.tif,,HR_npy/scene_008790_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008790_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008790_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008790_1배추_2전라도_1_LR_x4.npy,success
8791,scene_008791,221021HN0100161,1,배추,2,전라도_1,221021,HN,010,0161,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0161.tif,221021HN010G0161.tif,221021HN010R0161.tif,221021HN010E0161.tif,221021HN010N0161.tif,,HR_npy/scene_008791_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008791_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008791_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008791_1배추_2전라도_1_LR_x4.npy,success
8792,scene_008792,221021HN0100162,1,배추,2,전라도_1,221021,HN,010,0162,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0162.tif,221021HN010G0162.tif,221021HN010R0162.tif,221021HN010E0162.tif,221021HN010N0162.tif,,HR_npy/scene_008792_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008792_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008792_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008792_1배추_2전라도_1_LR_x4.npy,success
8793,scene_008793,221021HN0100163,1,배추,2,전라도_1,221021,HN,010,0163,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0163.tif,221021HN010G0163.tif,221021HN010R0163.tif,221021HN010E0163.tif,221021HN010N0163.tif,,HR_npy/scene_008793_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008793_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008793_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008793_1배추_2전라도_1_LR_x4.npy,success
8794,scene_008794,221021HN0100165,1,배추,2,전라도_1,221021,HN,010,0165,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0165.tif,221021HN010G0165.tif,221021HN010R0165.tif,221021HN010E0165.tif,221021HN010N0165.tif,,HR_npy/scene_008794_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008794_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008794_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008794_1배추_2전라도_1_LR_x4.npy,success
8795,scene_008795,221021HN0100166,1,배추,2,전라도_1,221021,HN,010,0166,800,800,5,"Blue,Green,Red,RedEdge,NIR",221021HN010B0166.tif,221021HN010G0166.tif,221021HN010R0166.tif,221021HN010E0166.tif,221021HN010N0166.tif,,HR_npy/scene_008795_1배추_2전라도_1_HR.npy,LR_x2_npy/scene_008795_1배추_2전라도_1_LR_x2.npy,LR_x3_npy/scene_008795_1배추_2전라도_1_LR_x3.npy,LR_x4_npy/scene_008795_1배추_2전라도_1_LR_x4.npy,success
